기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 고창
기간 : 20160101~20200928

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2017-10-28,172,14,6.8,22.8
2017-10-29,172,12.3,7.4,16.5
2017-10-30,172,8,2.3,12.9
2017-10-31,172,8.3,0.4,16.8
2017-11-01,172,10.6,3,18.1
2017-11-02,172,11.7,5.6,18.6
2017-11-03,172,10.2,6,17.2
2017-11-04,172,8.1,2.4,12.5
2017-11-05,172,6.8,-1.9,14.6
2017-11-06,172,8,0,16.5
2017-11-07,172,15.4,7.5,21.5
2017-11-08,172,12.9,5.9,17.5
2017-11-09,172,9.2,2.7,17
2017-11-10,172,,9.6,20.3
2017-11-11,172,7.2,1.1,11.6
2017-11-12,172,6.4,0.7,14.3
2017-11-13,172,8.3,1.5,14.9
2017-11-14,172,8.9,3.5,14.2
2017-11-15,172,7.1,1.1,11.5
2017-11-16,172,4.3,-0.5,10.3
2017-11-17,172,7.7,-2,15.6
2017-11-18,172,2.9,0,8.9
2017-11-19,172,1.8,-2.2,6.5
2017-11-20,172,4.3,0.1,9.9
2017-11-21,172,4.2,-0.4,10.6
2017-11-22,172,6.9,0.2,12.6
2017-11-23,172,4.6,0.9,8.1
2017-11-24,172,4.6,-1.9,10
2017-11-25,172,6.8,-3.3,13.3
2017-11-26,172,8.5,2.2,15.4
2017-11-27,172,3.2,-2.4,10.3
2017-11-28,172,7.9,-1.6,15.3
2017-11-29,172,7,3.3,11
2017-11-30,172,1.9,-0.6,5.8
2017-12-01,172,0,-5,4.6
2017-12-02,172,1.5,-5.7,7.7
2017-12-03,172,5.9,-1.7,13.7
2017-12-04,172,2.5,-2.2,6.2
2017-12-05,172,-2.1,-4.9,2.4
2017-12-06,172,3.1,-5,9.2
2017-12-07,172,3.3,0.3,6.8
2017-12-08,172,-1.4,-4.1,0.5
2017-12-09,172,2,-3.5,5.1
2017-12-10,172,5.7,1.9,9.6
2017-12-11,172,-0.7,-3.7,3.3
2017-12-12,172,-4.5,-6.7,-1.5
2017-12-13,172,-3.2,-5.5,0.9
2017-12-14,172,-3,-8.7,3.2
2017-12-15,172,-0.7,-7.1,5
2017-12-16,172,-1.3,-4.6,1.1
2017-12-17,172,-4.1,-6.7,-0.3
2017-12-18,172,0.6,-7.9,6.1
2017-12-19,172,0.2,-2.3,4.8
2017-12-20,172,1.4,-4,6.2
2017-12-21,172,-0.4,-4.2,5.9
2017-12-22,172,1.8,-4.2,9.3
2017-12-23,172,4.8,-1.6,12.4
2017-12-24,172,7,3.9,11.8
2017-12-25,172,1.4,-0.4,4.2
2017-12-26,172,1.4,-0.8,5.7
2017-12-27,172,-2.5,-5.8,1.7
2017-12-28,172,-1.8,-6.2,3.4
2017-12-29,172,3.2,-2.3,8
2017-12-30,172,4.7,1.4,7.2
2017-12-31,172,2.8,0.6,6.5
2018-01-01,172,0.9,-3.2,5.9
2018-01-02,172,0.6,-5.1,7.6
2018-01-03,172,-0.9,-3.6,2.2
2018-01-04,172,-1.8,-3.1,-0.1
2018-01-05,172,0.5,-2.7,3.9
2018-01-06,172,0.7,-4.7,5.5
2018-01-07,172,0.2,-6.4,5.8
2018-01-08,172,2.3,0.4,4.1
2018-01-09,172,0,-1.8,2.2
2018-01-10,172,-3,-4.8,0.8
2018-01-11,172,-6.8,-9.4,-3.4
2018-01-12,172,-9.2,-12.8,-5.6
2018-01-13,172,-3.9,-12.2,4.4
2018-01-14,172,1,-9.6,6.8
2018-01-15,172,4.2,0,10.1
2018-01-16,172,4,-1.8,7.1
2018-01-17,172,4.6,2.2,7.9
2018-01-18,172,3.7,-1.5,8.2
2018-01-19,172,0,-4.3,6.5
2018-01-20,172,0.6,-5.5,8.6
2018-01-21,172,0.8,-3.2,6.2
2018-01-22,172,4.2,0.2,9.9
2018-01-23,172,-4.9,-7.5,0.6
2018-01-24,172,-9.2,-12.5,-5.6
2018-01-25,172,-8.3,-11.4,-4.8
2018-01-26,172,-9.2,-12,-5.7
2018-01-27,172,-6.7,-13.7,-1.2
2018-01-28,172,-2.6,-5.4,1.6
2018-01-29,172,-5.1,-7,-0.9
2018-01-30,172,-4.6,-11.5,0.8
2018-01-31,172,-1.2,-6.8,4.6
2018-02-01,172,-1.8,-6,3.9
2018-02-02,172,-3.1,-8,3.1
2018-02-03,172,-3.8,-6.4,-1.9
2018-02-04,172,-6.8,-8.8,-4.1
2018-02-05,172,-6.6,-11.8,-3.1
2018-02-06,172,-6.9,-9.4,-4.6
2018-02-07,172,-7.1,-14.9,-0.7
2018-02-08,172,-4.1,-13.5,3.7
2018-02-09,172,1.5,-5,7.2
2018-02-10,172,0.4,-2.5,4.5
2018-02-11,172,-2.1,-3.7,0.3
2018-02-12,172,-2.6,-6.6,-0.3
2018-02-13,172,1.5,-5.5,5.4
2018-02-14,172,5.8,1.3,12.4
2018-02-15,172,0.2,-3,5.2
2018-02-16,172,-0.1,-3.4,5.9
2018-02-17,172,-0.6,-3.9,3.3
2018-02-18,172,1.4,-4,7.6
2018-02-19,172,2.6,-1.7,8.6
2018-02-20,172,1.6,-3.8,7.4
2018-02-21,172,-0.3,-4.5,3.6
2018-02-22,172,0.1,-7.5,7.2
2018-02-23,172,6.4,0.1,11.7
2018-02-24,172,3.9,-1.3,9.8
2018-02-25,172,2.7,-3,9.6
2018-02-26,172,1.8,-5.8,12.6
2018-02-27,172,6,-3.1,14.9
2018-02-28,172,6.9,3.2,11
2018-03-01,172,2.1,-1,6.1
2018-03-02,172,0.8,-4.1,8.8
2018-03-03,172,8.8,-2.1,18.4
2018-03-04,172,14.7,8.4,20.3
2018-03-05,172,7.8,3.8,15.6
2018-03-06,172,4.8,0.4,12.7
2018-03-07,172,6.2,2.4,11
2018-03-08,172,2.8,0.9,5.3
2018-03-09,172,3,-0.5,7.9
2018-03-10,172,2.4,-3.8,10.5
2018-03-11,172,5.2,-1,13.2
2018-03-12,172,8,-2.1,17.5
2018-03-13,172,14.7,10,19.9
2018-03-14,172,17.4,12.9,23.7
2018-03-15,172,11.9,5.2,16.2
2018-03-16,172,7.6,4.7,13
2018-03-17,172,7.3,2.8,14
2018-03-18,172,8.2,0.8,13.4
2018-03-19,172,11,8.6,13.8
2018-03-20,172,8.1,2.4,12.6
2018-03-21,172,1.3,0.1,2.4
2018-03-22,172,4.1,0.9,9.2
2018-03-23,172,4.8,-0.1,12
2018-03-24,172,7.4,-0.4,16.1
2018-03-25,172,8.3,2.8,17.5
2018-03-26,172,10.8,4,18.8
2018-03-27,172,12.7,3.3,20.7
2018-03-28,172,14.4,5.8,20.8
2018-03-29,172,14.2,9.1,21.6
2018-03-30,172,12.2,8,20.9
2018-03-31,172,13.8,6.1,22.8
2018-04-01,172,16.6,8.5,22.1
2018-04-02,172,18.8,12.7,24.7
2018-04-03,172,19.5,14.3,25.2
2018-04-04,172,13.6,10,18.4
2018-04-05,172,12.1,10.2,14
2018-04-06,172,7.4,4,10.3
2018-04-07,172,5.1,1.6,9
2018-04-08,172,8.7,0.1,14.3
2018-04-09,172,11.7,6.5,18.7
2018-04-10,172,17.3,12.4,21.7
2018-04-11,172,13.3,6.2,19.8
2018-04-12,172,10.2,2.7,18.9
2018-04-13,172,13.2,5.7,17.9
2018-04-14,172,9.6,7,15.7
2018-04-15,172,7.6,0,13.7
2018-04-16,172,8.9,1.7,16.4
2018-04-17,172,11,5.9,19.3
2018-04-18,172,9.9,3.4,18.4
2018-04-19,172,11.4,0.3,21.7
2018-04-20,172,15.2,5.5,27.7
2018-04-21,172,17.6,6.8,27.6
2018-04-22,172,19.3,16.6,23.7
2018-04-23,172,15.9,14.8,17.5
2018-04-24,172,13,11.7,16.1
2018-04-25,172,13.4,8.4,19.7
2018-04-26,172,12.9,6.2,21.5
2018-04-27,172,13.5,6.6,19.9
2018-04-28,172,13.8,6.6,22.5
2018-04-29,172,15.5,5.5,23.6
2018-04-30,172,19.8,15.1,25.1
2018-05-01,172,19.9,14.7,24.5
2018-05-02,172,15.3,10.1,20.4
2018-05-03,172,11.5,7.3,15.6
2018-05-04,172,14.1,6.9,19.9
2018-05-05,172,19,12.7,24.9
2018-05-06,172,16.5,15.3,18.8
2018-05-07,172,17.4,13.9,21.4
2018-05-08,172,15.9,12.1,22.9
2018-05-09,172,15,11,20.4
2018-05-10,172,14.3,10.2,20.5
2018-05-11,172,16.5,9.1,23.2
2018-05-12,172,17.8,16.2,20.2
2018-05-13,172,14.8,12.1,18.7
2018-05-14,172,19.3,11.3,27.9
2018-05-15,172,23.7,15.8,29.4
2018-05-16,172,24.3,22.6,27.5
2018-05-17,172,23.9,21.9,25.7
2018-05-18,172,18.4,14.8,21.9
2018-05-19,172,16.4,12.3,22.7
2018-05-20,172,17.4,8.6,25.6
2018-05-21,172,16.8,10.1,23.9
2018-05-22,172,18.1,12.6,24.7
2018-05-23,172,16.5,10.4,23
2018-05-24,172,17,7.7,26.1
2018-05-25,172,18.1,9.9,26.9
2018-05-26,172,19.1,12,28.7
2018-05-27,172,18.9,13.6,26.2
2018-05-28,172,20.6,14.6,27.5
2018-05-29,172,21.4,16.6,26
2018-05-30,172,19.6,16.4,23.3
2018-05-31,172,17.9,14.3,23.2
2018-06-01,172,20.7,13.3,29.3
2018-06-02,172,22,13.5,31
2018-06-03,172,21.7,15,29.9
2018-06-04,172,21.4,15.9,27.4
2018-06-05,172,21.5,17.8,27
2018-06-06,172,21.6,18.5,28.1
2018-06-07,172,20.8,17.1,26.6
2018-06-08,172,20.2,17.1,25.1
2018-06-09,172,21.9,17.5,30.2
2018-06-10,172,21.7,18.8,26.8
2018-06-11,172,21,19,25.3
2018-06-12,172,19.8,16.6,24.1
2018-06-13,172,21.9,16,28.2
2018-06-14,172,22.4,18.4,29.5
2018-06-15,172,21.8,16.9,26.6
2018-06-16,172,20.7,18.1,26.3
2018-06-17,172,21.2,17.5,27
2018-06-18,172,22.7,18.6,29.1
2018-06-19,172,20.6,18.4,23.5
2018-06-20,172,21.1,17.7,26.4
2018-06-21,172,21.5,17,27.4
2018-06-22,172,23.6,17.9,29.7
2018-06-23,172,23.2,18.9,29.1
2018-06-24,172,23.7,19.1,30.2
2018-06-25,172,24.9,17.3,33.9
2018-06-26,172,25.3,22.4,27.2
2018-06-27,172,24.2,22.6,27.8
2018-06-28,172,23.2,21.5,25.9
2018-06-29,172,25.1,22.2,29.5
2018-06-30,172,,21.6,24.2
2018-07-01,172,23.2,20.5,29.5
2018-07-02,172,25.6,20.6,28.8
2018-07-03,172,26.7,23,31
2018-07-04,172,24.7,21.9,29.4
2018-07-05,172,24.4,22.4,30
2018-07-06,172,23.1,21.7,26.7
2018-07-07,172,23.7,19.9,28
2018-07-08,172,23.7,21.7,27.7
2018-07-09,172,23.6,21,26.6
2018-07-10,172,26.9,23.7,30.4
2018-07-11,172,28.2,25.5,32.1
2018-07-12,172,27.4,24.2,32.3
2018-07-13,172,27.4,24.3,32.2
2018-07-14,172,26.8,22.7,32.6
2018-07-15,172,27,22.3,33.7
2018-07-16,172,26.7,22.1,33.2
2018-07-17,172,26.9,21.7,32.6
2018-07-18,172,27.1,22.9,32.5
2018-07-19,172,26.9,22.8,32.1
2018-07-20,172,27.8,22.1,34.4
2018-07-21,172,28.6,23.6,34.7
2018-07-22,172,29.2,25.3,33.5
2018-07-23,172,29.6,25.8,34.7
2018-07-24,172,29.3,24.6,34.9
2018-07-25,172,29.3,25.8,34.1
2018-07-26,172,28.4,23.8,34.2
2018-07-27,172,28.5,23.4,35.8
2018-07-28,172,28.5,24.3,34.2
2018-07-29,172,29.6,25.1,35.5
2018-07-30,172,28.9,24.5,34.3
2018-07-31,172,29,23.8,35.5
2018-08-01,172,29.8,23.8,37.3
2018-08-02,172,30.6,24.4,37.8
2018-08-03,172,30.4,26.2,34.8
2018-08-04,172,29.2,26.3,33.8
2018-08-05,172,28.5,25.1,32.8
2018-08-06,172,28.9,24.2,34.9
2018-08-07,172,29.2,25.8,34.4
2018-08-08,172,29.1,25.3,34.1
2018-08-09,172,28.8,24.7,33.9
2018-08-10,172,29.2,26,33.4
2018-08-11,172,28,24.8,33.8
2018-08-12,172,28.5,23.3,33.5
2018-08-13,172,29.9,25.1,35
2018-08-14,172,29.2,23.6,36.6
2018-08-15,172,30.1,23.8,36.2
2018-08-16,172,29.4,25.8,33.6
2018-08-17,172,27.5,23.2,33.2
2018-08-18,172,26.2,21.3,32.8
2018-08-19,172,26.4,21.2,32.4
2018-08-20,172,27.2,22.5,31.5
2018-08-21,172,27.3,23.9,33.2
2018-08-22,172,30.1,22.9,35.8
2018-08-23,172,26.6,24.1,30.2
2018-08-24,172,24.9,23.2,27.2
2018-08-25,172,24.6,21.2,28.9
2018-08-26,172,22.3,20.6,24.8
2018-08-27,172,25,22.8,26.1
2018-08-28,172,27.5,24.9,31.7
2018-08-29,172,27.4,24.3,32.3
2018-08-30,172,26.8,24.9,30.1
2018-08-31,172,24.1,21.6,27.2
2018-09-01,172,24.2,21.3,28.6
2018-09-02,172,24.4,20.3,27.8
2018-09-03,172,25.6,23.3,30.1
2018-09-04,172,23.3,19.7,27.1
2018-09-05,172,23.3,18.1,28.1
2018-09-06,172,23.5,20.1,25.7
2018-09-07,172,21.1,17.2,24.5
2018-09-08,172,19.6,14,25.9
2018-09-09,172,20,13.9,27.3
2018-09-10,172,20.7,14.5,27.8
2018-09-11,172,19.5,14,25.2
2018-09-12,172,21.5,14.6,28.3
2018-09-13,172,22,18.7,25.6
2018-09-14,172,22.2,20.1,25.7
2018-09-15,172,23.8,21.7,28
2018-09-16,172,22.8,20,27.1
2018-09-17,172,21.3,17.4,26.6
2018-09-18,172,20.5,14.9,26.4
2018-09-19,172,20.2,16.2,24.8
2018-09-20,172,21.5,18.7,24.7
2018-09-21,172,20.6,18.2,23.5
2018-09-22,172,20,15.2,26.6
2018-09-23,172,18.5,13.3,25.4
2018-09-24,172,17.3,12.4,23.6
2018-09-25,172,16.5,9.8,23.8
2018-09-26,172,18.4,13.8,25.4
2018-09-27,172,17.7,11.4,25.1
2018-09-28,172,18.5,13,24.2
2018-09-29,172,19.9,15.5,26.6
2018-09-30,172,18.5,15.1,24.3
2018-10-01,172,17.2,14.3,20.9
2018-10-02,172,15.9,11.3,21.6
2018-10-03,172,15.7,8.3,23.5
2018-10-04,172,18.3,9.9,25.9
2018-10-05,172,17.2,15,19.6
2018-10-06,172,18,15.3,20.8
2018-10-07,172,16.5,11,21.5
2018-10-08,172,14.6,10.2,20.9
2018-10-09,172,15.6,11.2,18.4
2018-10-10,172,14.2,10,18
2018-10-11,172,11.5,7.2,16.5
2018-10-12,172,11.1,5.9,17.1
2018-10-13,172,11,3.9,19.5
2018-10-14,172,12.5,5,20.2
2018-10-15,172,14.4,8.4,20.4
2018-10-16,172,12.9,8.8,18.9
2018-10-17,172,12.6,6.8,19.7
2018-10-18,172,11.2,5,18.4
2018-10-19,172,12,6.7,18.7
2018-10-20,172,11.4,4.1,20.3
2018-10-21,172,12,4.2,21.1
2018-10-22,172,13.1,6.2,20.8
2018-10-23,172,12.9,7.4,20.4
2018-10-24,172,12,6.8,19.2
2018-10-25,172,13.1,4.8,22.3
2018-10-26,172,13.7,9.9,15.9
2018-10-27,172,11.5,8.2,14.9
2018-10-28,172,13.2,7.6,18.9
2018-10-29,172,11,6.6,17.7
2018-10-30,172,8.8,4.3,13.4
2018-10-31,172,7.6,3.3,13.1
2018-11-01,172,8,1.2,15.6
2018-11-02,172,9.4,1.9,18.9
2018-11-03,172,9.7,2.4,19.3
2018-11-04,172,9.9,2.6,18.1
2018-11-05,172,10.4,3.3,19.8
2018-11-06,172,10.8,3.3,19
2018-11-07,172,12.2,9.4,13.7
2018-11-08,172,14.9,11.8,17.8
2018-11-09,172,11.9,6.6,15.8
2018-11-10,172,10.7,4.8,18.5
2018-11-11,172,10.4,6,15.4
2018-11-12,172,8.6,5.2,13.6
2018-11-13,172,7.3,1.1,14.5
2018-11-14,172,7.3,1.1,15.6
2018-11-15,172,9.5,1.8,17.9
2018-11-16,172,9.7,7.5,12.2
2018-11-17,172,6.9,2,12.6
2018-11-18,172,6.4,2.8,9.9
2018-11-19,172,6.8,0.9,14.1
2018-11-20,172,6.5,0.5,14.1
2018-11-21,172,6.6,0.6,13.5
2018-11-22,172,4.4,0.5,9
2018-11-23,172,4.2,-0.8,9.6
2018-11-24,172,8.6,5.3,13.6
2018-11-25,172,6.7,2.5,14
2018-11-26,172,6.8,-0.1,16
2018-11-27,172,8.7,1.3,16.4
2018-11-28,172,6.5,1.2,10.2
2018-11-29,172,6.6,-1.1,14.2
2018-11-30,172,5.9,1.1,13
2018-12-01,172,6.1,1.2,12
2018-12-02,172,13,1.6,19.1
2018-12-03,172,15.2,13.5,17.3
2018-12-04,172,9.7,6,13.5
2018-12-05,172,3,0,6.1
2018-12-06,172,2.8,0.2,6.4
2018-12-07,172,-2.4,-5.6,4.9
2018-12-08,172,-4.4,-6.9,-1.4
2018-12-09,172,-4.2,-6.8,-1.3
2018-12-10,172,-1.4,-6.2,3.5
2018-12-11,172,-0.5,-3.3,0.8
2018-12-12,172,0.7,-1.5,4.1
2018-12-13,172,2.2,-0.9,7.2
2018-12-14,172,-0.7,-4.5,3.6
2018-12-15,172,-1.3,-6.6,5.4
2018-12-16,172,2,-2.7,5.8
2018-12-17,172,4.1,-1.2,8.4
2018-12-18,172,4,-1.8,9.8
2018-12-19,172,7.6,1.1,12.9
2018-12-20,172,7.3,3.8,11.6
2018-12-21,172,5.5,-0.7,11.9
2018-12-22,172,7,0.6,13.5
2018-12-23,172,5.6,2.2,9.8
2018-12-24,172,0.6,-3.4,5.2
2018-12-25,172,1.7,-4.7,6.2
2018-12-26,172,2.7,0.1,6.3
2018-12-27,172,-3.9,-6.2,0.2
2018-12-28,172,-7.5,-11.8,-3.7
2018-12-29,172,-5.5,-15.8,-2.4
2018-12-30,172,-5,-7.5,-2.5
2018-12-31,172,-4.2,-10.5,-0.2
2019-01-01,172,-0.6,-3.4,1.8
2019-01-02,172,-1.2,-4,2.1
2019-01-03,172,-1.3,-5,3.4
2019-01-04,172,-1.2,-6.2,3.1
2019-01-05,172,0.1,-3.6,3.8
2019-01-06,172,-0.8,-4.2,3.5
2019-01-07,172,-0.7,-6.2,4.5
2019-01-08,172,0.1,-2.7,3.7
2019-01-09,172,-2.5,-5.5,1.3
2019-01-10,172,0.7,-2.5,4.7
2019-01-11,172,2.7,-3,7.5
2019-01-12,172,3.3,0.4,8.3
2019-01-13,172,1.2,-2.6,6.6
2019-01-14,172,0.5,-4.3,6.8
2019-01-15,172,1,-2.3,6.9
2019-01-16,172,-2.9,-7,0.7
2019-01-17,172,0.6,-3.6,6.1
2019-01-18,172,0.5,-5.7,7.9
2019-01-19,172,2.1,-3,7.9
2019-01-20,172,1.7,-0.3,4
2019-01-21,172,1.1,-2.1,6.4
2019-01-22,172,2.2,-4.9,8.9
2019-01-23,172,3.1,-1.4,8.7
2019-01-24,172,0,-6.4,7.5
2019-01-25,172,-0.5,-5.5,4.9
2019-01-26,172,-1.7,-5.1,2.1
2019-01-27,172,-0.7,-8.3,5.9
2019-01-28,172,3.1,-2.5,7.7
2019-01-29,172,-0.6,-6.2,7.1
2019-01-30,172,2.5,-4.3,9
2019-01-31,172,0.1,-1.1,4
2019-02-01,172,-0.7,-4.4,3.7
2019-02-02,172,4,-4.1,9.5
2019-02-03,172,8.2,5.2,12.7
2019-02-04,172,2.4,-1.1,6.4
2019-02-05,172,4.2,-3.7,12.9
2019-02-06,172,6.7,-0.3,14.3
2019-02-07,172,1.2,-4,5.4
2019-02-08,172,-2.4,-5.6,2.1
2019-02-09,172,-2,-3.9,0.2
2019-02-10,172,-2.1,-5.7,1.6
2019-02-11,172,-0.9,-4.3,3.4
2019-02-12,172,0.1,-7.2,6.9
2019-02-13,172,0.4,-2.9,5.6
2019-02-14,172,-0.1,-3.9,5.9
2019-02-15,172,1.4,-4.1,4.8
2019-02-16,172,-0.3,-2.5,2.1
2019-02-17,172,-0.3,-4.3,4.5
2019-02-18,172,1.2,-5,5.7
2019-02-19,172,2.4,-1,5.2
2019-02-20,172,1.6,-1.9,7
2019-02-21,172,1.8,-3.7,7.7
2019-02-22,172,2.9,-1.6,9
2019-02-23,172,4.1,-3.1,14.1
2019-02-24,172,5.5,-1.8,14.3
2019-02-25,172,3.2,-2.1,10.1
2019-02-26,172,3.4,-4.1,11.6
2019-02-27,172,6.4,2.3,13.5
2019-02-28,172,5.2,-0.2,13.1
2019-03-01,172,4.8,-0.5,13
2019-03-02,172,7.2,-2.9,16.2
2019-03-03,172,8.4,0,14.4
2019-03-04,172,6.5,1.9,11.7
2019-03-05,172,6.2,-1.3,13.7
2019-03-06,172,8.2,4.2,14.8
2019-03-07,172,4.7,0.3,9.8
2019-03-08,172,3.4,-3.9,13.8
2019-03-09,172,7.1,-4.1,16.9
2019-03-10,172,7.7,1.8,10.6
2019-03-11,172,4.8,-1.1,10.1
2019-03-12,172,5,1.8,11.9
2019-03-13,172,3.9,-1.7,9.4
2019-03-14,172,5.6,-3.3,12.7
2019-03-15,172,7.4,4.1,13.1
2019-03-16,172,6.2,2.4,12.2
2019-03-17,172,6,0.4,12.9
2019-03-18,172,5.9,-2.4,14.6
2019-03-19,172,8.5,-1.2,17.4
2019-03-20,172,12.3,4.2,16.4
2019-03-21,172,7.3,4,14.9
2019-03-22,172,3.6,0.5,6.9
2019-03-23,172,4,-2,10.6
2019-03-24,172,3.7,-3.9,9.9
2019-03-25,172,6.5,-1.1,13.6
2019-03-26,172,11.4,2.7,20
2019-03-27,172,13.6,9.9,18.6
2019-03-28,172,8.9,4.4,16.1
2019-03-29,172,9.3,2,17.1
2019-03-30,172,6.6,3.8,10.9
2019-03-31,172,5.7,3.3,8.8
2019-04-01,172,6.4,-0.5,11.2
2019-04-02,172,5.9,-0.7,11.9
2019-04-03,172,5.2,-2.8,13
2019-04-04,172,8,-3.7,17.5
2019-04-05,172,9.9,3.8,16.4
2019-04-06,172,11.8,-0.9,21.3
2019-04-07,172,11.4,6.7,15.7
2019-04-08,172,10.1,1.6,19.2
2019-04-09,172,10.7,7.1,18
2019-04-10,172,7.1,5.2,9.6
2019-04-11,172,8.2,2.7,14
2019-04-12,172,9,0.5,17.2
2019-04-13,172,10.2,2.1,18.8
2019-04-14,172,9.3,5.2,13.5
2019-04-15,172,9.7,0.8,17.6
2019-04-16,172,13.3,1.9,24.2
2019-04-17,172,14.3,9.2,21.5
2019-04-18,172,14.8,6.5,21.7
2019-04-19,172,14.9,13.3,19.4
2019-04-20,172,16.3,11.9,22.2
2019-04-21,172,15.8,10.6,22.1
2019-04-22,172,17.6,10.4,27.4
2019-04-23,172,16.9,14,19.5
2019-04-24,172,16.5,14.1,20.5
2019-04-25,172,13.4,10.2,16.5
2019-04-26,172,9.2,8.3,10.4
2019-04-27,172,12.2,7.1,18.3
2019-04-28,172,13.1,10,19.4
2019-04-29,172,11.7,10.8,12.2
2019-04-30,172,13.4,9.5,18.8
2019-05-01,172,11.6,8.3,17.7
2019-05-02,172,12.5,4.2,21.3
2019-05-03,172,15.2,5.9,26
2019-05-04,172,16.3,7.1,26.1
2019-05-05,172,17,9.2,26.6
2019-05-06,172,11.9,5.7,17.5
2019-05-07,172,11.8,3.1,21.5
2019-05-08,172,13.3,4.4,21
2019-05-09,172,,7.6,21.8
2019-05-10,172,15.1,5.8,24.6
2019-05-11,172,16.1,7.6,23.5
2019-05-12,172,18.1,10.5,26.2
2019-05-13,172,19.3,11.8,27
2019-05-14,172,19.8,14.2,27.6
2019-05-15,172,20.6,14.2,28.1
2019-05-16,172,21.3,15.1,30
2019-05-17,172,20.9,15.4,28.2
2019-05-18,172,19.6,16.2,21.9
2019-05-19,172,21.1,20,23.6
2019-05-20,172,15.4,10,20.2
2019-05-21,172,16.3,8.1,22.5
2019-05-22,172,19.8,10.1,28
2019-05-23,172,22,15.2,29.7
2019-05-24,172,22.4,15.6,29.1
2019-05-25,172,21.9,14.2,28.8
2019-05-26,172,23.4,18.5,28.9
2019-05-27,172,17.1,12.5,20.4
2019-05-28,172,16,10.3,21.7
2019-05-29,172,18,9.8,25.4
2019-05-30,172,19.5,12.3,27.2
2019-05-31,172,17.3,13.7,23.1
2019-06-01,172,17.9,12,24.6
2019-06-02,172,19.7,12,26.9
2019-06-03,172,21.1,12.3,29.2
2019-06-04,172,21.1,14.8,28.9
2019-06-05,172,20.7,16.7,27.4
2019-06-06,172,20.9,16.9,27.4
2019-06-07,172,19.2,17.2,20.3
2019-06-08,172,19.9,17.2,24.1
2019-06-09,172,20.1,16.7,25.8
2019-06-10,172,19.3,17.2,22.3
2019-06-11,172,19,15.6,22.5
2019-06-12,172,19.7,15.3,24.6
2019-06-13,172,20.3,14.6,28.6
2019-06-14,172,19.7,16.9,23.1
2019-06-15,172,18.8,14.6,23.5
2019-06-16,172,19.7,15.6,24.7
2019-06-17,172,20.1,14.7,26
2019-06-18,172,21.8,17.6,26.8
2019-06-19,172,22.1,18.4,28.1
2019-06-20,172,21.4,16.6,27.2
2019-06-21,172,21.4,17.4,27.2
2019-06-22,172,21.6,16.9,27.2
2019-06-23,172,22.1,18.7,27.3
2019-06-24,172,22.1,17.5,27.7
2019-06-25,172,23.3,16.8,31.4
2019-06-26,172,21,18.4,23.2
2019-06-27,172,22.9,21.2,27.1
2019-06-28,172,22.4,18.7,27.2
2019-06-29,172,21.6,20.5,23.3
2019-06-30,172,23.2,20.3,27.7
2019-07-01,172,22.5,20.9,25.9
2019-07-02,172,23.2,19.3,28.1
2019-07-03,172,22.3,18.4,28.6
2019-07-04,172,23.3,18.7,29.9
2019-07-05,172,24.7,18.5,32.8
2019-07-06,172,24.9,19,32.8
2019-07-07,172,22.9,18.8,30.1
2019-07-08,172,22.8,19.7,28.4
2019-07-09,172,22.9,18.8,27
2019-07-10,172,20.6,19.5,22.1
2019-07-11,172,21,19.6,23.1
2019-07-12,172,22.4,18.6,27.3
2019-07-13,172,22.5,20,27.6
2019-07-14,172,23.7,19.7,28.2
2019-07-15,172,23.6,20.1,28.9
2019-07-16,172,24.1,19.7,29.1
2019-07-17,172,25.3,20.9,30.8
2019-07-18,172,23.6,19.7,27.7
2019-07-19,172,25.4,22.2,27.5
2019-07-20,172,24.4,20.9,27
2019-07-21,172,25.1,21.6,28.4
2019-07-22,172,27,23.3,31.8
2019-07-23,172,27.5,25.3,31.5
2019-07-24,172,27.3,25.7,31
2019-07-25,172,27.7,25.8,30.8
2019-07-26,172,27.3,25.8,30.2
2019-07-27,172,26.4,25.3,27.9
2019-07-28,172,27.7,25.8,30.6
2019-07-29,172,28,25,31.8
2019-07-30,172,28.8,25.5,32.2
2019-07-31,172,28.9,25.8,32.2
2019-08-01,172,27.8,23.7,33
2019-08-02,172,27.8,22.7,33.4
2019-08-03,172,27.6,22.8,35.1
2019-08-04,172,27.8,22.9,33.7
2019-08-05,172,27.9,22.9,33.5
2019-08-06,172,28.8,23.8,34.4
2019-08-07,172,28.4,24.8,33.2
2019-08-08,172,27.8,24.7,32.7
2019-08-09,172,28.7,24.2,34.3
2019-08-10,172,29.2,23.6,34
2019-08-11,172,28.3,25.5,31
2019-08-12,172,27.5,26,29.3
2019-08-13,172,,25.8,32.8
2019-08-14,172,28.2,24.8,32.8
2019-08-15,172,26.5,24.4,29.9
2019-08-16,172,25.8,23.2,29.2
2019-08-17,172,26,22,30.1
2019-08-18,172,24.4,20.5,30.5
2019-08-19,172,24.5,19,30.8
2019-08-20,172,26.3,20.5,32
2019-08-21,172,26.3,23.7,30.3
2019-08-22,172,26.1,23.6,30.6
2019-08-23,172,24.8,20.6,28.7
2019-08-24,172,22.9,17.6,28.6
2019-08-25,172,21.8,19.4,25.4
