기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 해남
기간 : 20160101~20200928

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2017-10-31,261,8.3,-0.3,17.7
2017-11-01,261,8.8,0,18.4
2017-11-02,261,10.6,3.1,19.2
2017-11-03,261,10.3,4.9,19.7
2017-11-04,261,8.2,0.8,13
2017-11-05,261,6.3,-2.4,16.2
2017-11-06,261,8.4,-1.1,18.3
2017-11-07,261,13.5,4.8,19.8
2017-11-08,261,14.4,8.8,19.6
2017-11-09,261,10,1.8,19.4
2017-11-10,261,14.1,4.5,21.5
2017-11-11,261,8.5,1,13.2
2017-11-12,261,5.7,-2.4,15.2
2017-11-13,261,7.3,-0.4,15.1
2017-11-14,261,9.6,1,16.1
2017-11-15,261,4.6,-1.9,13.1
2017-11-16,261,3.8,-2.9,11.8
2017-11-17,261,7.6,-2.1,14.7
2017-11-18,261,3.8,1.5,9.3
2017-11-19,261,3.8,0.8,7.7
2017-11-20,261,3.8,-2.3,10.3
2017-11-21,261,2.7,-4.4,11
2017-11-22,261,7.3,0,13.3
2017-11-23,261,5.1,-2,10.3
2017-11-24,261,5.3,-2.6,10.9
2017-11-25,261,4.6,-3.4,13.4
2017-11-26,261,7.5,1.1,16.9
2017-11-27,261,2.8,-5.3,12.1
2017-11-28,261,8.1,-3,15.7
2017-11-29,261,8.5,4.7,12.4
2017-11-30,261,3.3,0.3,7.8
2017-12-01,261,-0.1,-6.9,6.6
2017-12-02,261,0.3,-8,9.9
2017-12-03,261,4.2,-5,14.7
2017-12-04,261,3,-0.4,6.9
2017-12-05,261,-0.5,-4.5,3.7
2017-12-06,261,2.2,-2.8,9.5
2017-12-07,261,4.5,-2,12
2017-12-08,261,0.4,-1.6,2.8
2017-12-09,261,2.3,-4.9,9.1
2017-12-10,261,5.7,-0.6,11.5
2017-12-11,261,,-2,4.2
2017-12-12,261,-3.3,-6.6,0.4
2017-12-13,261,-2,-6.5,2.7
2017-12-14,261,-3,-9.8,5
2017-12-15,261,-0.8,-8.6,5.8
2017-12-16,261,0,-4.1,3.7
2017-12-17,261,-3.3,-7.5,1.1
2017-12-18,261,1.5,-7,7.9
2017-12-19,261,1.1,-3.1,4.8
2017-12-20,261,1.4,-4.4,6.9
2017-12-21,261,-1.6,-5.7,5.9
2017-12-22,261,0.3,-7.3,10.3
2017-12-23,261,4.3,-3.8,13.8
2017-12-24,261,7.8,3.8,13
2017-12-25,261,1.6,-2.9,4.6
2017-12-26,261,2.1,-2,7.3
2017-12-27,261,-1.2,-5.7,2.8
2017-12-28,261,-1.3,-5.5,5.2
2017-12-29,261,1.7,-7.3,8.7
2017-12-30,261,3.2,-2.1,7.9
2017-12-31,261,2.5,-3.6,7
2018-01-01,261,-0.2,-5.7,6.9
2018-01-02,261,1,-7.7,8.3
2018-01-03,261,0.2,-1.7,3.7
2018-01-04,261,-0.6,-1.8,2.7
2018-01-05,261,1.1,-1.9,4.2
2018-01-06,261,2.3,-3.1,6.5
2018-01-07,261,2.6,-5.4,8.3
2018-01-08,261,3.5,0.8,6.4
2018-01-09,261,0.4,-1.4,3.8
2018-01-10,261,-1.9,-4.4,1.2
2018-01-11,261,-4.9,-6.2,-2.2
2018-01-12,261,-8.4,-14,-3.5
2018-01-13,261,-3.9,-11.4,4.7
2018-01-14,261,1,-8.4,7
2018-01-15,261,3.2,-3.3,11.2
2018-01-16,261,4.6,-1.9,8.2
2018-01-17,261,4.4,-0.2,9.3
2018-01-18,261,3.5,-1,8.7
2018-01-19,261,1.5,-3.8,7.4
2018-01-20,261,0.9,-6.7,8.5
2018-01-21,261,1.7,-5.1,9.6
2018-01-22,261,4.3,-0.1,10.2
2018-01-23,261,-3.9,-7.9,1.8
2018-01-24,261,-7.8,-10.9,-3.8
2018-01-25,261,-7.4,-9.6,-4.8
2018-01-26,261,-7.2,-9.3,-4.7
2018-01-27,261,-5.3,-11.7,0.8
2018-01-28,261,-1.6,-4,2.5
2018-01-29,261,-4.2,-8,0.1
2018-01-30,261,-4.5,-9.7,1.4
2018-01-31,261,-2.1,-9.1,4.8
2018-02-01,261,-1.6,-9,5.7
2018-02-02,261,-2,-6,2.7
2018-02-03,261,-3.7,-8,-1.2
2018-02-04,261,-5.2,-7.3,-2.5
2018-02-05,261,-5.7,-9.5,-2.4
2018-02-06,261,-7,-12,-4.1
2018-02-07,261,-5.2,-12.1,0.6
2018-02-08,261,-0.2,-9.6,7
2018-02-09,261,1.6,-4.6,7.2
2018-02-10,261,1.8,-2.1,6.6
2018-02-11,261,-1.3,-3.9,2.3
2018-02-12,261,-1.7,-4.5,0.6
2018-02-13,261,0.8,-4.1,6.2
2018-02-14,261,6.6,-4.3,13.9
2018-02-15,261,1.2,-2.3,6.9
2018-02-16,261,-0.2,-5.6,6.4
2018-02-17,261,0.1,-4.5,5.9
2018-02-18,261,0.6,-9,9.1
2018-02-19,261,2.5,-4.1,9.2
2018-02-20,261,1.4,-7.8,10.1
2018-02-21,261,1.1,-2.8,4.8
2018-02-22,261,,-6.7,7.5
2018-02-23,261,2.4,-7.1,12.6
2018-02-24,261,3.2,-5.4,14
2018-02-25,261,3.6,-3.2,12.1
2018-02-26,261,1.8,-8.5,14.6
2018-02-27,261,4.8,-6.5,15.4
2018-02-28,261,7.8,2.5,10.8
2018-03-01,261,3,-1.2,6.6
2018-03-02,261,1.5,-3.3,10.6
2018-03-03,261,7.2,-3.3,14.9
2018-03-04,261,12.9,3.6,15.8
2018-03-05,261,7.7,5.5,15.6
2018-03-06,261,6.2,0.9,13.6
2018-03-07,261,6.3,2.6,9.7
2018-03-08,261,3.4,1.5,5.4
2018-03-09,261,3.3,-1.4,8.9
2018-03-10,261,3,-4.1,11.2
2018-03-11,261,5,-2.8,14.3
2018-03-12,261,6.4,-2.5,17.9
2018-03-13,261,10.9,1.1,20.4
2018-03-14,261,14.7,3.7,22.9
2018-03-15,261,12.8,6.3,16.4
2018-03-16,261,6.4,4.7,7.9
2018-03-17,261,5.7,0.7,12.6
2018-03-18,261,8.7,-0.8,14.3
2018-03-19,261,12,8.1,14.8
2018-03-20,261,6.7,1.6,9.8
2018-03-21,261,1.6,-0.7,3.9
2018-03-22,261,4.4,0.4,10.4
2018-03-23,261,4.9,-2.1,12.3
2018-03-24,261,7,-1.8,16.2
2018-03-25,261,8.9,2.9,16.4
2018-03-26,261,10.7,5.2,19.4
2018-03-27,261,10.7,1.9,19.9
2018-03-28,261,12.4,2,20
2018-03-29,261,16,10,21.6
2018-03-30,261,14.1,9.7,20.2
2018-03-31,261,14.7,8.8,23
2018-04-01,261,15.4,8.3,21.9
2018-04-02,261,16.2,7.2,25.2
2018-04-03,261,17.1,8.8,25.3
2018-04-04,261,13.7,11.2,18.5
2018-04-05,261,11.6,10.3,14.3
2018-04-06,261,8.7,4.7,13.5
2018-04-07,261,4.5,0.2,8.8
2018-04-08,261,9.1,-0.9,14.2
2018-04-09,261,11.8,4.8,19.5
2018-04-10,261,16.4,5.6,22.2
2018-04-11,261,14.5,4.2,21
2018-04-12,261,11.3,0.9,20.6
2018-04-13,261,13.6,7.7,18.5
2018-04-14,261,10.9,7.5,15.3
2018-04-15,261,9.5,6.2,14.9
2018-04-16,261,9.6,1.6,16.8
2018-04-17,261,11.6,5.4,19.6
2018-04-18,261,10.2,1.9,19.4
2018-04-19,261,11,-1.3,21.8
2018-04-20,261,14.1,3,26.5
2018-04-21,261,16,3.2,24.9
2018-04-22,261,17.7,14.4,20.5
2018-04-23,261,14.3,13.7,15.5
2018-04-24,261,13.7,11.9,16.6
2018-04-25,261,13.6,8.9,18.3
2018-04-26,261,12.8,6.5,21.6
2018-04-27,261,13.7,6.3,21
2018-04-28,261,14.8,6,23.6
2018-04-29,261,14.3,7.6,21.4
2018-04-30,261,18.1,14.7,22.9
2018-05-01,261,18.1,16,20.5
2018-05-02,261,15.4,9.7,19.3
2018-05-03,261,12,7,18.6
2018-05-04,261,11.9,2.8,20
2018-05-05,261,18.2,7.2,24.4
2018-05-06,261,16.7,15,19.5
2018-05-07,261,17,13.3,22
2018-05-08,261,16.5,12.8,23.3
2018-05-09,261,14.3,12.1,17.6
2018-05-10,261,15.2,9.6,22.3
2018-05-11,261,17.4,10.1,24.2
2018-05-12,261,18.8,16.7,21.9
2018-05-13,261,16.2,12.1,20.3
2018-05-14,261,18.4,11.4,27.9
2018-05-15,261,21.1,12,29.1
2018-05-16,261,23.7,21.1,25.7
2018-05-17,261,23.1,20.3,24.6
2018-05-18,261,19.6,15.8,23.6
2018-05-19,261,16.1,11.9,20.9
2018-05-20,261,17.2,13.4,24.5
2018-05-21,261,18.2,11.6,23.6
2018-05-22,261,18.5,14.6,23.1
2018-05-23,261,18.4,11.8,24.4
2018-05-24,261,17.4,6.9,27.6
2018-05-25,261,18.5,10.2,27.9
2018-05-26,261,19.6,12.7,25.5
2018-05-27,261,19.2,12.9,26
2018-05-28,261,19.7,17.7,22.5
2018-05-29,261,21.5,17.6,27.4
2018-05-30,261,21.1,18.1,26.6
2018-05-31,261,18.7,14.2,24.5
2018-06-01,261,21.1,11.9,30.6
2018-06-02,261,22.2,13.4,33
2018-06-03,261,21.4,14.8,30
2018-06-04,261,21.5,14,28.8
2018-06-05,261,20.2,17.3,23.5
2018-06-06,261,21.6,17,29.7
2018-06-07,261,21.8,15.9,29.7
2018-06-08,261,20.9,16.3,26.7
2018-06-09,261,20.9,15,25.8
2018-06-10,261,20,18,23.8
2018-06-11,261,19.6,17.2,23.6
2018-06-12,261,20.1,16.1,25.5
2018-06-13,261,20.8,16,25.6
2018-06-14,261,21,17.4,25.4
2018-06-15,261,20.8,17.4,27.2
2018-06-16,261,19.7,15.8,25.5
2018-06-17,261,20.7,15.4,25.5
2018-06-18,261,22,17.2,29.2
2018-06-19,261,21,19.2,28
2018-06-20,261,21.8,18.2,26.4
2018-06-21,261,22.5,17.9,28.9
2018-06-22,261,22.6,16.8,29.8
2018-06-23,261,22.1,18.5,27.2
2018-06-24,261,23.8,19,30.4
2018-06-25,261,24.5,17,33.2
2018-06-26,261,23.8,22.6,25.5
2018-06-27,261,23.4,22.8,25.1
2018-06-28,261,22.8,21.8,25.2
2018-06-29,261,24.2,22.2,28
2018-06-30,261,22.9,20.6,25.8
2018-07-01,261,25.8,20.4,28.4
2018-07-02,261,25.8,23.4,28.5
2018-07-03,261,26.4,23.5,29.6
2018-07-04,261,25.6,21.8,30.2
2018-07-05,261,24.3,22.5,29.1
2018-07-06,261,23.1,21.2,25.1
2018-07-07,261,22.4,17.9,27.7
2018-07-08,261,22,18.6,25.2
2018-07-09,261,22.7,20.8,27.1
2018-07-10,261,25.1,22.2,29.4
2018-07-11,261,26.7,23.7,30.7
2018-07-12,261,27.3,23.2,32.8
2018-07-13,261,26.7,23.2,31.5
2018-07-14,261,26.5,22,31.7
2018-07-15,261,26.6,21.2,33.1
2018-07-16,261,26.5,21,32.3
2018-07-17,261,26.8,21.3,32.8
2018-07-18,261,26.9,21,34.3
2018-07-19,261,27.2,20.9,34.5
2018-07-20,261,27.9,20.6,35.5
2018-07-21,261,28.8,22.5,35
2018-07-22,261,28.4,26.8,31.1
2018-07-23,261,28.6,26,32.6
2018-07-24,261,28.3,24.6,33.2
2018-07-25,261,28.2,23.7,34.6
2018-07-26,261,28.2,23,34.9
2018-07-27,261,29.2,24.2,36.6
2018-07-28,261,29.1,24.7,35.3
2018-07-29,261,29.4,24.9,34.8
2018-07-30,261,28.3,24.2,34.5
2018-07-31,261,28.5,22.9,35.4
2018-08-01,261,28.8,22.6,36.3
2018-08-02,261,29.5,23.8,35.3
2018-08-03,261,28.2,26.6,31.7
2018-08-04,261,29.1,25.4,34.5
2018-08-05,261,29,25.3,34.1
2018-08-06,261,29.2,24.6,35.7
2018-08-07,261,27.9,25.3,32.4
2018-08-08,261,29.2,24.6,34.6
2018-08-09,261,28.8,23.9,34.4
2018-08-10,261,27.8,24.3,33.7
2018-08-11,261,28.5,25.1,32.9
2018-08-12,261,28.5,25,32.3
2018-08-13,261,29.4,25.3,33.5
2018-08-14,261,28.5,23,34.6
2018-08-15,261,29.2,23.1,35.4
2018-08-16,261,28.1,25.4,32.1
2018-08-17,261,26.1,23.5,30.5
2018-08-18,261,25.1,21.2,30.9
2018-08-19,261,25.8,20.8,31.1
2018-08-20,261,26.8,23.2,30.8
2018-08-21,261,27.3,21.1,34
2018-08-22,261,28.8,22.1,34.6
2018-08-23,261,25.2,23.9,28.2
2018-08-24,261,25.1,20.7,28.8
2018-08-25,261,23.7,20.3,28.3
2018-08-26,261,26.2,22.7,30.2
2018-08-27,261,27.1,25.6,30.5
2018-08-28,261,27.4,24,31.3
2018-08-29,261,26.6,21.8,30.7
2018-08-30,261,27.3,25.4,30.7
2018-08-31,261,25.3,23,27.1
2018-09-01,261,23.3,22.1,26.1
2018-09-02,261,23.2,20.4,27.1
2018-09-03,261,25.7,22.6,29.1
2018-09-04,261,23.7,19.7,28.6
2018-09-05,261,22.3,17.3,29.1
2018-09-06,261,22.8,18.8,26.1
2018-09-07,261,21,17.8,23.9
2018-09-08,261,18,13.1,23.9
2018-09-09,261,19.3,10.9,27.4
2018-09-10,261,19.9,13,27.1
2018-09-11,261,20.1,15.3,25.3
2018-09-12,261,22.3,15.9,29
2018-09-13,261,21.7,20.3,24.2
2018-09-14,261,23.2,20.5,27.2
2018-09-15,261,23.5,20,28.4
2018-09-16,261,23.5,20,28
2018-09-17,261,21.8,17.7,27.8
2018-09-18,261,20.6,14.4,27.7
2018-09-19,261,19.5,17,24.5
2018-09-20,261,21.4,18.5,24.8
2018-09-21,261,20.5,17.9,22.8
2018-09-22,261,19.8,13.7,27.1
2018-09-23,261,19.6,11.1,26.6
2018-09-24,261,17.6,11.3,22.8
2018-09-25,261,16,7.8,24.5
2018-09-26,261,18.8,12.5,25.2
2018-09-27,261,16.8,9,25.9
2018-09-28,261,18.3,11.3,25.6
2018-09-29,261,19,14.4,23.1
2018-09-30,261,18.8,13.3,25.1
2018-10-01,261,18.1,14.9,21.8
2018-10-02,261,16.5,9.9,23
2018-10-03,261,14.9,6.4,23.4
2018-10-04,261,17.4,7.1,25
2018-10-05,261,18.9,15.8,21.1
2018-10-06,261,19.3,17,21.3
2018-10-07,261,17.9,13,23
2018-10-08,261,16.1,11.6,21.8
2018-10-09,261,15.6,10.7,19.9
2018-10-10,261,15.1,11.4,18.2
2018-10-11,261,11.1,6.1,16.8
2018-10-12,261,10.6,4.3,17.9
2018-10-13,261,10.2,1.9,19.7
2018-10-14,261,12.2,3.7,19.9
2018-10-15,261,13.7,5.2,21.5
2018-10-16,261,11.9,7.5,18.4
2018-10-17,261,13.1,4.9,19.7
2018-10-18,261,11.5,4.9,18.3
2018-10-19,261,10.2,2.8,19
2018-10-20,261,10.2,1.3,20.6
2018-10-21,261,10.8,1.8,21.2
2018-10-22,261,11.7,4.5,18.9
2018-10-23,261,12.9,6,20.4
2018-10-24,261,12,5.2,19.6
2018-10-25,261,12.8,1.6,21.7
2018-10-26,261,14.5,11.8,16.6
2018-10-27,261,12.9,10.2,16.4
2018-10-28,261,13.1,3.8,18.9
2018-10-29,261,11.8,3.4,20.1
2018-10-30,261,8.6,1.9,14.5
2018-10-31,261,8,1.2,15.5
2018-11-01,261,7.7,-0.8,16.2
2018-11-02,261,7.9,-0.7,18.3
2018-11-03,261,8.3,-0.5,18.4
2018-11-04,261,8.2,-0.8,18.8
2018-11-05,261,9,-0.6,20
2018-11-06,261,9.9,2.4,19.8
2018-11-07,261,12.8,6.6,18.2
2018-11-08,261,15.4,12.9,18.1
2018-11-09,261,11.2,4.4,15.5
2018-11-10,261,8.7,1.5,18
2018-11-11,261,9.9,3.4,16.4
2018-11-12,261,9.7,3.6,14
2018-11-13,261,6.7,-0.2,15
2018-11-14,261,6.3,-1.2,16
2018-11-15,261,10.1,-0.1,18.2
2018-11-16,261,10.1,7.6,11.8
2018-11-17,261,7.2,0.7,12.8
2018-11-18,261,5.2,-1.2,9.6
2018-11-19,261,6.1,-0.4,14
2018-11-20,261,4.8,-2.1,15.1
2018-11-21,261,7.1,0,13.9
2018-11-22,261,5.2,-0.2,9.4
2018-11-23,261,3.5,-3.9,10.6
2018-11-24,261,8.9,2.6,16.6
2018-11-25,261,6,0.1,13.8
2018-11-26,261,5.8,-2.7,16.8
2018-11-27,261,7.8,2.5,15.9
2018-11-28,261,6.1,-2,13.3
2018-11-29,261,5.1,-3.7,15
2018-11-30,261,5.6,-1,13.6
2018-12-01,261,6.6,0.2,13.8
2018-12-02,261,13.1,6.9,18.2
2018-12-03,261,15.2,12.3,20.8
2018-12-04,261,9.8,6.6,13.2
2018-12-05,261,4.1,0.2,8.4
2018-12-06,261,4,1.6,5.7
2018-12-07,261,-1.3,-5.2,5.5
2018-12-08,261,-3.3,-6.2,0.7
2018-12-09,261,-2.9,-5.3,1.3
2018-12-10,261,-1.1,-7,4.6
2018-12-11,261,0.2,-2.6,2.4
2018-12-12,261,1.6,-2.5,5.3
2018-12-13,261,2.8,-1.6,7
2018-12-14,261,0.8,-2.9,4.7
2018-12-15,261,-1.7,-8.9,7.1
2018-12-16,261,0.3,-3.4,4.9
2018-12-17,261,4,-3.5,8.6
2018-12-18,261,1.9,-4.2,10.1
2018-12-19,261,4.7,-4.4,13.5
2018-12-20,261,7.8,1.6,12.1
2018-12-21,261,6.5,0.3,17.1
2018-12-22,261,6.5,0.1,13.5
2018-12-23,261,5.5,2.2,9.7
2018-12-24,261,0.9,-5.3,6
2018-12-25,261,1.2,-6,4.7
2018-12-26,261,2.8,0.4,6.1
2018-12-27,261,-3.1,-5.1,0.5
2018-12-28,261,-4.9,-7.6,-1.2
2018-12-29,261,-4.2,-7.9,0.2
2018-12-30,261,-2.7,-5,0.7
2018-12-31,261,-2.6,-8.6,2.5
2019-01-01,261,0.3,-3.5,3.8
2019-01-02,261,0.1,-3.6,4
2019-01-03,261,-1.5,-7.8,5.2
2019-01-04,261,-2.6,-10,2.4
2019-01-05,261,1.2,-2.8,5.8
2019-01-06,261,0.4,-3.2,4.6
2019-01-07,261,0.8,-4.4,6.1
2019-01-08,261,0.9,-2.9,4.9
2019-01-09,261,-1.1,-4.5,3.4
2019-01-10,261,1.3,-2.4,5.5
2019-01-11,261,3.1,-2,9.6
2019-01-12,261,3,-1.9,8.2
2019-01-13,261,1.5,-5.1,7.2
2019-01-14,261,0.2,-6.6,7.3
2019-01-15,261,0.5,-4,7.2
2019-01-16,261,-2.1,-4.7,1.5
2019-01-17,261,0.5,-4.4,5.4
2019-01-18,261,-0.7,-8.8,7.6
2019-01-19,261,0.6,-9.1,9.6
2019-01-20,261,1.9,-0.7,4.6
2019-01-21,261,2.1,-0.9,6.6
2019-01-22,261,1.2,-6.9,9.2
2019-01-23,261,1.7,-6.3,9.8
2019-01-24,261,1.3,-4.9,7.6
2019-01-25,261,-1.2,-8.1,6
2019-01-26,261,-0.7,-4.8,2.3
2019-01-27,261,-1.2,-7.7,5.7
2019-01-28,261,2.6,-1.9,8.3
2019-01-29,261,-0.1,-6.5,7.7
2019-01-30,261,2.6,-4.6,8
2019-01-31,261,-0.1,-1.7,4.5
2019-02-01,261,-0.4,-5.6,4.1
2019-02-02,261,3.4,-6.8,9.6
2019-02-03,261,8.7,5.3,14.2
2019-02-04,261,2.4,-2.1,7.6
2019-02-05,261,2.5,-7,12.2
2019-02-06,261,5.1,-2.2,13.9
2019-02-07,261,0.9,-3.9,5.1
2019-02-08,261,-2.2,-4.9,2.8
2019-02-09,261,-1.6,-4,1.3
2019-02-10,261,-1.6,-5.4,2.9
2019-02-11,261,-0.5,-4.4,3.3
2019-02-12,261,-0.2,-9.8,7.9
2019-02-13,261,1.4,-3.4,6.4
2019-02-14,261,-0.3,-6.8,6.1
2019-02-15,261,0.6,-7.5,4
2019-02-16,261,0,-1.8,3.2
2019-02-17,261,0.4,-3.6,4.8
2019-02-18,261,1.4,-4.5,5.9
2019-02-19,261,3.4,-1.5,6.2
2019-02-20,261,2.6,-2.5,7
2019-02-21,261,2.6,-1.3,9
2019-02-22,261,2.7,-2.3,9.9
2019-02-23,261,4.6,-3.1,14.7
2019-02-24,261,6.3,-1.4,14.1
2019-02-25,261,4.2,-1.7,11.1
2019-02-26,261,4.3,-1.7,12.6
2019-02-27,261,6.1,1.9,12
2019-02-28,261,6,0.4,12.9
2019-03-01,261,5.5,0.2,12.4
2019-03-02,261,7.6,-0.7,14.1
2019-03-03,261,8.9,5.2,14
2019-03-04,261,7,2.1,12.1
2019-03-05,261,5.9,-2.5,12.5
2019-03-06,261,7.6,4.4,14.3
2019-03-07,261,5.4,1.2,9.7
2019-03-08,261,3.8,-5.2,14.5
2019-03-09,261,6.6,-5.3,15.2
2019-03-10,261,7.9,2.3,9.8
2019-03-11,261,4.5,-2.2,11
2019-03-12,261,5.5,0.6,13.3
2019-03-13,261,4,-2.6,9.9
2019-03-14,261,3.8,-3.4,12.1
2019-03-15,261,6.7,-0.5,13.4
2019-03-16,261,5,-0.2,11.8
2019-03-17,261,6.1,-1.2,13.2
2019-03-18,261,5.5,-4,14.6
2019-03-19,261,7.3,-3,16.7
2019-03-20,261,10.9,1.4,16.8
2019-03-21,261,7.3,3.5,13.8
2019-03-22,261,4.3,2.1,7.9
2019-03-23,261,4.4,0.6,10.4
2019-03-24,261,2.6,-5.3,10.4
2019-03-25,261,4.6,-2.9,12.3
2019-03-26,261,9.1,-1.8,19.3
2019-03-27,261,11,0.8,16.5
2019-03-28,261,10.9,5,18.6
2019-03-29,261,9.1,0.9,18.1
2019-03-30,261,7.3,4.7,12.2
2019-03-31,261,5.7,3.5,9
2019-04-01,261,7.4,1.6,12.1
2019-04-02,261,6.9,0.2,13.3
2019-04-03,261,4.9,-5.3,13.7
2019-04-04,261,6.4,-4.5,16.2
2019-04-05,261,8.5,-0.5,16.9
2019-04-06,261,9.5,-2.7,20.3
2019-04-07,261,11.6,5.9,16.2
2019-04-08,261,10.8,2.1,18.8
2019-04-09,261,9.9,5,14.2
2019-04-10,261,7.2,6.2,8.6
2019-04-11,261,8.3,2.2,13.1
2019-04-12,261,8.5,-0.2,16.9
2019-04-13,261,9.7,2.2,18.1
2019-04-14,261,9.5,6.2,14
2019-04-15,261,9,-1.2,17.8
2019-04-16,261,12.1,-0.3,22.2
2019-04-17,261,13.2,5.8,19.6
2019-04-18,261,12.7,2.6,20.5
2019-04-19,261,13.8,10.4,20
2019-04-20,261,14.5,8.8,22.8
2019-04-21,261,15.3,6.7,22.1
2019-04-22,261,16.8,7.7,24.1
2019-04-23,261,15.2,13.5,17.6
2019-04-24,261,15.6,13.1,18.5
2019-04-25,261,13.9,11.2,17.6
2019-04-26,261,9.1,8,11.1
2019-04-27,261,10.3,2.7,18.7
2019-04-28,261,11,4.8,14.8
2019-04-29,261,11.8,10.5,12.9
2019-04-30,261,14,9.6,19.4
2019-05-01,261,12.6,8.7,18.9
2019-05-02,261,12.4,3.5,21.9
2019-05-03,261,14.4,3,26.9
2019-05-04,261,15.3,3.8,26.3
2019-05-05,261,16.2,5.8,26.3
2019-05-06,261,12.4,4.4,18.7
2019-05-07,261,10.9,-0.6,21.6
2019-05-08,261,13.1,1.1,21.8
2019-05-09,261,13.7,6.6,23.2
2019-05-10,261,14.9,5.1,26.2
2019-05-11,261,15.2,4,25.8
2019-05-12,261,18.2,7.6,26.8
2019-05-13,261,18.6,13.5,23.6
2019-05-14,261,20,14.2,26.7
2019-05-15,261,19.9,12.8,27.9
2019-05-16,261,20.1,13,27.7
2019-05-17,261,19.4,13.8,26.1
2019-05-18,261,17.5,16.3,18.7
2019-05-19,261,18.4,16.3,20.2
2019-05-20,261,15,8.6,18.7
2019-05-21,261,14.7,5.8,23.3
2019-05-22,261,17.2,7.6,26.5
2019-05-23,261,18.8,11.1,26.4
2019-05-24,261,20.2,12.8,28.3
2019-05-25,261,19.9,12.5,27.7
2019-05-26,261,20.7,17.1,25
2019-05-27,261,17.5,13.5,20.5
2019-05-28,261,16.9,11.8,22.9
2019-05-29,261,18.4,9.4,26.8
2019-05-30,261,19.3,11.6,27.9
2019-05-31,261,15.9,12.8,21.4
2019-06-01,261,17.9,11.2,25.3
2019-06-02,261,18.8,11.7,26.7
2019-06-03,261,20,11.2,28.5
2019-06-04,261,20.9,13.1,29
2019-06-05,261,22.1,15.1,29.9
2019-06-06,261,20.4,16.6,24.9
2019-06-07,261,18.2,16.8,21.4
2019-06-08,261,19.4,15.8,24.4
2019-06-09,261,19.1,13.7,25.2
2019-06-10,261,19.3,15.8,23.5
2019-06-11,261,18.8,14.7,22.9
2019-06-12,261,18.5,12.8,26.4
2019-06-13,261,19.5,13.7,25.9
2019-06-14,261,18.6,16.2,20.5
2019-06-15,261,19.4,14.9,24
2019-06-16,261,19.6,15.2,23.9
2019-06-17,261,20.2,15,26
2019-06-18,261,20.7,16.9,26.9
2019-06-19,261,22,16.3,28.8
2019-06-20,261,22.3,16.3,29
2019-06-21,261,22.4,17.4,29.3
2019-06-22,261,20.9,16.4,25.3
2019-06-23,261,20.6,17.4,25.8
2019-06-24,261,21.8,17,27.8
2019-06-25,261,22.5,16.8,28.3
2019-06-26,261,20.6,17.8,22.8
2019-06-27,261,23.1,20.5,27.4
2019-06-28,261,22.7,18.8,28.1
2019-06-29,261,21.6,19.5,23.6
2019-06-30,261,22.4,19.9,27.3
2019-07-01,261,21.3,18.7,23.5
2019-07-02,261,23.4,20.6,28.2
2019-07-03,261,22.3,18.9,27.7
2019-07-04,261,23.6,18.1,30.4
2019-07-05,261,24.3,19.2,31.6
2019-07-06,261,23.8,17.7,29.8
2019-07-07,261,22.2,18,26.8
2019-07-08,261,21.5,18.2,26.9
2019-07-09,261,22.4,18.8,26.3
2019-07-10,261,21,20,21.9
2019-07-11,261,21.7,19.9,24.1
2019-07-12,261,22.3,18.3,27.3
2019-07-13,261,21.7,19.3,26.6
2019-07-14,261,24,19.5,29.6
2019-07-15,261,23.5,19.6,28.6
2019-07-16,261,23.4,18.8,28.8
2019-07-17,261,23.4,19.5,27.5
2019-07-18,261,,21.5,25.2
2019-07-19,261,23.9,22.8,24.8
2019-07-20,261,23.2,22.3,24.7
2019-07-21,261,24.3,22.3,28.3
2019-07-22,261,24.8,21.3,28.1
2019-07-23,261,26.5,24.1,30.7
2019-07-24,261,26.3,25.1,28.5
2019-07-25,261,26.5,24.9,30.1
2019-07-26,261,26.8,24.8,30.3
2019-07-27,261,26.6,24.6,27.5
2019-07-28,261,27.5,24.1,31.5
2019-07-29,261,27.1,22.3,31.2
2019-07-30,261,28.4,23.8,31.9
2019-07-31,261,27.9,24.4,31.9
2019-08-01,261,27.2,22.3,32.5
2019-08-02,261,27.5,22.2,34.4
2019-08-03,261,27.2,22,33.7
2019-08-04,261,27.6,22.8,34.2
2019-08-05,261,27.1,21.6,33.9
2019-08-06,261,27.2,22.5,33.3
2019-08-07,261,26.9,22.2,33.1
2019-08-08,261,28.4,23.7,33.7
2019-08-09,261,27.5,22.6,33.3
2019-08-10,261,28,24.2,31.8
2019-08-11,261,27.2,25.4,28.7
2019-08-12,261,27.6,25.4,30.7
2019-08-13,261,28.5,24.9,34.1
2019-08-14,261,28,24.6,32.8
2019-08-15,261,26.7,24.4,30.4
2019-08-16,261,25.3,21.4,29.3
2019-08-17,261,25.4,19.7,30.1
2019-08-18,261,25.1,19.5,31
2019-08-19,261,24.1,16.9,31.1
2019-08-20,261,25.7,19.6,30.8
2019-08-21,261,26.5,23.6,30.4
2019-08-22,261,26.2,22.8,31
2019-08-23,261,24.2,21.6,28.3
2019-08-24,261,22.9,17,29.2
2019-08-25,261,22,18.5,27
2019-08-26,261,23.4,18.8,27.3
2019-08-27,261,23.5,21.8,25.5
